strategy,symbol,entry_time,entry_price,tp_price,sl_price,outcome,hit_time,hit_price,realized_pnl_usd,final_price,final_unrealized_pnl_usd
TP 5% / SL 2.5%,WLFI,2025-09-23 10:00:20.163097+00:00,0.21288,0.22352400000000003,0.20755800000000002,sl,2025-09-23 13:01:29.588835+00:00,0.207337,-0.25,0.195567613873244,0.0
TP 5% / SL 2.5%,ZETRIX,2025-09-23 10:00:20.163097+00:00,14.384535506349525,15.103762281667002,14.024922118690787,no_hit,,,-0.23284191013187916,14.0496032339837,-0.23284191013187916
TP 6% / SL 2%,ALGO,2025-09-23 10:00:20.163097+00:00,0.21305624905858864,0.22583962400210397,0.20879512407741685,no_hit,,,0.01993975833458364,0.21348107807037875,0.01993975833458364
TP 6% / SL 2%,APT,2025-09-23 10:00:20.163097+00:00,4.262954311006833,4.518731569667244,4.177695224786697,no_hit,,,0.02913050510847547,4.2753725122402315,0.02913050510847547
TP 6% / SL 2%,ARB,2025-09-23 10:00:20.163097+00:00,0.4360607052784293,0.46222434759513503,0.4273394911728607,sl,2025-09-23 13:01:29.588835+00:00,0.4270013081615826,-0.2,0.43321264404050086,0.0
TP 6% / SL 2%,BGB,2025-09-23 10:00:20.163097+00:00,5.144799814025732,5.453487802867277,5.041903817745217,no_hit,,,0.19280065431127896,5.243991891070203,0.19280065431127896
TP 6% / SL 2%,CBBTC,2025-09-23 10:00:20.163097+00:00,112760.1910500108,119525.80251301145,110504.98722901058,no_hit,,,-0.08245827269027453,111830.38999178988,-0.08245827269027453
TP 6% / SL 2%,CNX,2025-09-23 10:00:20.163097+00:00,57.63531723012122,61.093436263928496,56.48261088551879,no_hit,,,-0.07731903712725466,57.18968650684553,-0.07731903712725466
TP 6% / SL 2%,DOGE,2025-09-23 10:00:20.163097+00:00,0.24011896802991672,0.2545261061117117,0.23531658866931837,no_hit,,,-0.056854125964406435,0.2387537926244351,-0.056854125964406435
TP 6% / SL 2%,ETC,2025-09-23 10:00:20.163097+00:00,18.62549207712627,19.74302160175385,18.252982235583744,no_hit,,,0.13609949390848597,18.87898408167561,0.13609949390848597
TP 6% / SL 2%,FLR,2025-09-23 10:00:20.163097+00:00,0.02369964,0.025121618400000004,0.0232256472,no_hit,,,-0.07691256069712449,0.02351736,-0.07691256069712449
TP 6% / SL 2%,HBAR,2025-09-23 10:00:20.163097+00:00,0.22158655842908648,0.23488175193483168,0.21715482726050475,no_hit,,,-0.07309963304635933,0.2199667688181693,-0.07309963304635933
TP 6% / SL 2%,ICP,2025-09-23 10:00:20.163097+00:00,4.3269519130929055,4.58656902787848,4.240412874831048,no_hit,,,-0.0028685943934585027,4.325710686093039,-0.0028685943934585027
TP 6% / SL 2%,INSURANCE,2025-09-23 10:00:20.163097+00:00,115.12340928096523,122.03081383782316,112.82094109534593,no_hit,,,0.06044015523595499,115.81921695378863,0.06044015523595499
TP 6% / SL 2%,L1X,2025-09-23 10:00:20.163097+00:00,17.268180245387512,18.304271060110764,16.922816640479763,no_hit,,,-0.02559511408564648,17.223982141044292,-0.02559511408564648
TP 6% / SL 2%,LEO,2025-09-23 10:00:20.163097+00:00,9.484196231309511,10.053248005188083,9.29451230668332,no_hit,,,0.013071901480934392,9.496593879185664,0.013071901480934392
TP 6% / SL 2%,LINK,2025-09-23 10:00:20.163097+00:00,21.53569303431039,22.827834616369017,21.104979173624184,no_hit,,,0.05708337286903276,21.65862603385745,0.05708337286903276
TP 6% / SL 2%,LSETH,2025-09-23 10:00:20.163097+00:00,4530.787884457101,4802.635157524528,4440.1721267679595,no_hit,,,-0.060170417355828495,4503.52594466125,-0.060170417355828495
TP 6% / SL 2%,MRS,2025-09-24 01:05:58.767496+00:00,19.818487540499998,21.00759679293,19.42211778969,tp,2025-09-24 03:06:44.293854+00:00,24.926195528309098,0.6,23.609454963738116,0.0
TP 6% / SL 2%,MYX,2025-09-23 10:00:20.163097+00:00,9.226760513332975,9.780366144132953,9.042225303066315,tp,2025-09-23 23:05:14.253378+00:00,9.94674498987237,0.6,8.70456058878385,0.0
TP 6% / SL 2%,NEAR,2025-09-23 10:00:20.163097+00:00,2.9659542541372454,3.14391150938548,2.9066351690545007,sl,2025-09-23 13:01:29.588835+00:00,2.902731683418561,-0.2,2.9687903715334056,0.0
TP 6% / SL 2%,OKB,2025-09-23 10:00:20.163097+00:00,183.56287434293898,194.57664680351533,179.8916168560802,no_hit,,,-0.16332852174098825,180.56476905164308,-0.16332852174098825
TP 6% / SL 2%,PENGU,2025-09-23 10:00:20.163097+00:00,0.03052663332236611,0.03235823132170808,0.02991610065591879,sl,2025-09-23 13:01:29.588835+00:00,0.02976505646224513,-0.2,0.02956038208349984,0.0
TP 6% / SL 2%,PEPE,2025-09-23 10:00:20.163097+00:00,9.621446700679396e-06,1.0198733502720161e-05,9.429017766665808e-06,no_hit,,,0.00026090587485560893,9.621697729876278e-06,0.00026090587485560893
TP 6% / SL 2%,POL,2025-09-23 10:00:20.163097+00:00,0.2269432786663184,0.2405598753862975,0.22240441309299203,no_hit,,,-0.12118951113249489,0.22419296416668072,-0.12118951113249489
TP 6% / SL 2%,PUMP,2025-09-23 10:00:20.163097+00:00,0.00562369,0.0059611114,0.005511216199999999,no_hit,,,0.4150833349633437,0.00585712,0.4150833349633437
TP 6% / SL 2%,RYO,2025-09-23 10:00:20.163097+00:00,6.675132195507821,7.075640127238291,6.541629551597665,no_hit,,,0.04679738631223236,6.706370069511661,0.04679738631223236
TP 6% / SL 2%,SEI,2025-09-23 10:00:20.163097+00:00,0.28846148829519425,0.3057691775929059,0.28269225852929036,no_hit,,,0.07108507377353754,0.2905120189128231,0.07108507377353754
TP 6% / SL 2%,SHIB,2025-09-23 10:00:20.163097+00:00,1.2088276419813053e-05,1.2813573005001836e-05,1.184651089141679e-05,no_hit,,,0.020755383686762024,1.2113366101333538e-05,0.020755383686762024
TP 6% / SL 2%,STETH,2025-09-23 10:00:20.163097+00:00,4185.830180880786,4436.979991733634,4102.113577263171,no_hit,,,-0.05622793418306282,4162.294122489582,-0.05622793418306282
TP 6% / SL 2%,SUI,2025-09-23 10:00:20.163097+00:00,3.3636717545544768,3.5654920598277458,3.2963983194633872,no_hit,,,-0.07669847811978907,3.337872904107592,-0.07669847811978907
TP 6% / SL 2%,SUSDE,2025-09-23 10:00:20.163097+00:00,1.1973819426883159,1.269224859249615,1.1734343038345496,no_hit,,,-0.010205055550675343,1.196160007764265,-0.010205055550675343
TP 6% / SL 2%,SUSDS,2025-09-23 10:00:20.163097+00:00,1.068,1.1320800000000002,1.04664,no_hit,,,0.05617977528089893,1.074,0.05617977528089893
TP 6% / SL 2%,T99,2025-09-23 10:00:20.163097+00:00,0.16970172501119615,0.17988382851186793,0.16630769051097222,no_hit,,,-0.009154026610780306,0.16954637960053137,-0.009154026610780306
TP 6% / SL 2%,TAO,2025-09-23 10:00:20.163097+00:00,316.73600504439395,335.7401653470576,310.4012849435061,sl,2025-09-24 06:07:54.984407+00:00,309.59193164498737,-0.2,309.59193164498737,0.0
TP 6% / SL 2%,UNI,2025-09-23 10:00:20.163097+00:00,8.204094226053533,8.696339879616746,8.040012341532462,no_hit,,,-0.17050734537649315,8.064208393283232,-0.17050734537649315
TP 6% / SL 2%,USDTB,2025-09-23 10:00:20.163097+00:00,0.999941,1.05993746,0.97994218,no_hit,,,0.0005900348120542237,1.0,0.0005900348120542237
TP 6% / SL 2%,UZX,2025-09-23 10:00:20.163097+00:00,2.7359540744516213,2.900111318918719,2.681234992962589,no_hit,,,-0.0809910351431058,2.713795299192238,-0.0809910351431058
TP 6% / SL 2%,WBETH,2025-09-23 10:00:20.163097+00:00,4523.004729349225,4794.385013110179,4432.544634762241,no_hit,,,-0.07411915725970797,4489.4805994671215,-0.07411915725970797
TP 6% / SL 2%,WEETH,2025-09-23 10:00:20.163097+00:00,4503.268573111907,4773.464687498622,4413.203201649669,no_hit,,,-0.04935887041128545,4481.040948119163,-0.04935887041128545
TP 6% / SL 2%,WLFI,2025-09-23 10:00:20.163097+00:00,0.21288,0.22565280000000001,0.2086224,sl,2025-09-23 13:01:29.588835+00:00,0.207337,-0.2,0.195567613873244,0.0
TP 6% / SL 2%,ZETRIX,2025-09-23 10:00:20.163097+00:00,14.384535506349525,15.247607636730498,14.096844796222534,sl,2025-09-23 22:04:52.221195+00:00,14.086648588334919,-0.2,14.0496032339837,0.0
TP 6% / SL 3%,ALGO,2025-09-23 10:00:20.163097+00:00,0.21305624905858864,0.22583962400210397,0.20666456158683097,no_hit,,,0.01993975833458364,0.21348107807037875,0.01993975833458364
TP 6% / SL 3%,APT,2025-09-23 10:00:20.163097+00:00,4.262954311006833,4.518731569667244,4.135065681676628,no_hit,,,0.02913050510847547,4.2753725122402315,0.02913050510847547
TP 6% / SL 3%,ARB,2025-09-23 10:00:20.163097+00:00,0.4360607052784293,0.46222434759513503,0.4229788841200764,no_hit,,,-0.06531341172119362,0.43321264404050086,-0.06531341172119362
TP 6% / SL 3%,BGB,2025-09-23 10:00:20.163097+00:00,5.144799814025732,5.453487802867277,4.99045581960496,no_hit,,,0.19280065431127896,5.243991891070203,0.19280065431127896
TP 6% / SL 3%,CBBTC,2025-09-23 10:00:20.163097+00:00,112760.1910500108,119525.80251301145,109377.38531851048,no_hit,,,-0.08245827269027453,111830.38999178988,-0.08245827269027453
TP 6% / SL 3%,CNX,2025-09-23 10:00:20.163097+00:00,57.63531723012122,61.093436263928496,55.90625771321758,no_hit,,,-0.07731903712725466,57.18968650684553,-0.07731903712725466
TP 6% / SL 3%,DOGE,2025-09-23 10:00:20.163097+00:00,0.24011896802991672,0.2545261061117117,0.23291539898901922,no_hit,,,-0.056854125964406435,0.2387537926244351,-0.056854125964406435
TP 6% / SL 3%,ETC,2025-09-23 10:00:20.163097+00:00,18.62549207712627,19.74302160175385,18.066727314812482,no_hit,,,0.13609949390848597,18.87898408167561,0.13609949390848597
TP 6% / SL 3%,FLR,2025-09-23 10:00:20.163097+00:00,0.02369964,0.025121618400000004,0.0229886508,no_hit,,,-0.07691256069712449,0.02351736,-0.07691256069712449
TP 6% / SL 3%,HBAR,2025-09-23 10:00:20.163097+00:00,0.22158655842908648,0.23488175193483168,0.21493896167621387,no_hit,,,-0.07309963304635933,0.2199667688181693,-0.07309963304635933
TP 6% / SL 3%,ICP,2025-09-23 10:00:20.163097+00:00,4.3269519130929055,4.58656902787848,4.197143355700118,no_hit,,,-0.0028685943934585027,4.325710686093039,-0.0028685943934585027
TP 6% / SL 3%,INSURANCE,2025-09-23 10:00:20.163097+00:00,115.12340928096523,122.03081383782316,111.66970700253627,no_hit,,,0.06044015523595499,115.81921695378863,0.06044015523595499
TP 6% / SL 3%,L1X,2025-09-23 10:00:20.163097+00:00,17.268180245387512,18.304271060110764,16.750134838025886,no_hit,,,-0.02559511408564648,17.223982141044292,-0.02559511408564648
TP 6% / SL 3%,LEO,2025-09-23 10:00:20.163097+00:00,9.484196231309511,10.053248005188083,9.199670344370226,no_hit,,,0.013071901480934392,9.496593879185664,0.013071901480934392
TP 6% / SL 3%,LINK,2025-09-23 10:00:20.163097+00:00,21.53569303431039,22.827834616369017,20.889622243281078,no_hit,,,0.05708337286903276,21.65862603385745,0.05708337286903276
TP 6% / SL 3%,LSETH,2025-09-23 10:00:20.163097+00:00,4530.787884457101,4802.635157524528,4394.864247923389,no_hit,,,-0.060170417355828495,4503.52594466125,-0.060170417355828495
TP 6% / SL 3%,MRS,2025-09-24 01:05:58.767496+00:00,19.818487540499998,21.00759679293,19.223932914284998,tp,2025-09-24 03:06:44.293854+00:00,24.926195528309098,0.6,23.609454963738116,0.0
TP 6% / SL 3%,MYX,2025-09-23 10:00:20.163097+00:00,9.226760513332975,9.780366144132953,8.949957697932986,tp,2025-09-23 23:05:14.253378+00:00,9.94674498987237,0.6,8.70456058878385,0.0
TP 6% / SL 3%,NEAR,2025-09-23 10:00:20.163097+00:00,2.9659542541372454,3.14391150938548,2.876975626513128,no_hit,,,0.00956224254707925,2.9687903715334056,0.00956224254707925
TP 6% / SL 3%,OKB,2025-09-23 10:00:20.163097+00:00,183.56287434293898,194.57664680351533,178.0559881126508,no_hit,,,-0.16332852174098825,180.56476905164308,-0.16332852174098825
TP 6% / SL 3%,PENGU,2025-09-23 10:00:20.163097+00:00,0.03052663332236611,0.03235823132170808,0.029610834322695127,sl,2025-09-24 06:07:54.984407+00:00,0.02956038208349984,-0.3,0.02956038208349984,0.0
TP 6% / SL 3%,PEPE,2025-09-23 10:00:20.163097+00:00,9.621446700679396e-06,1.0198733502720161e-05,9.332803299659015e-06,no_hit,,,0.00026090587485560893,9.621697729876278e-06,0.00026090587485560893
TP 6% / SL 3%,POL,2025-09-23 10:00:20.163097+00:00,0.2269432786663184,0.2405598753862975,0.22013498030632883,no_hit,,,-0.12118951113249489,0.22419296416668072,-0.12118951113249489
TP 6% / SL 3%,PUMP,2025-09-23 10:00:20.163097+00:00,0.00562369,0.0059611114,0.005454979299999999,no_hit,,,0.4150833349633437,0.00585712,0.4150833349633437
TP 6% / SL 3%,RYO,2025-09-23 10:00:20.163097+00:00,6.675132195507821,7.075640127238291,6.474878229642586,no_hit,,,0.04679738631223236,6.706370069511661,0.04679738631223236
TP 6% / SL 3%,SEI,2025-09-23 10:00:20.163097+00:00,0.28846148829519425,0.3057691775929059,0.2798076436463384,no_hit,,,0.07108507377353754,0.2905120189128231,0.07108507377353754
TP 6% / SL 3%,SHIB,2025-09-23 10:00:20.163097+00:00,1.2088276419813053e-05,1.2813573005001836e-05,1.172562812721866e-05,no_hit,,,0.020755383686762024,1.2113366101333538e-05,0.020755383686762024
TP 6% / SL 3%,STETH,2025-09-23 10:00:20.163097+00:00,4185.830180880786,4436.979991733634,4060.2552754543626,no_hit,,,-0.05622793418306282,4162.294122489582,-0.05622793418306282
TP 6% / SL 3%,SUI,2025-09-23 10:00:20.163097+00:00,3.3636717545544768,3.5654920598277458,3.2627616019178425,no_hit,,,-0.07669847811978907,3.337872904107592,-0.07669847811978907
TP 6% / SL 3%,SUSDE,2025-09-23 10:00:20.163097+00:00,1.1973819426883159,1.269224859249615,1.1614604844076664,no_hit,,,-0.010205055550675343,1.196160007764265,-0.010205055550675343
TP 6% / SL 3%,SUSDS,2025-09-23 10:00:20.163097+00:00,1.068,1.1320800000000002,1.03596,no_hit,,,0.05617977528089893,1.074,0.05617977528089893
TP 6% / SL 3%,T99,2025-09-23 10:00:20.163097+00:00,0.16970172501119615,0.17988382851186793,0.16461067326086026,no_hit,,,-0.009154026610780306,0.16954637960053137,-0.009154026610780306
TP 6% / SL 3%,TAO,2025-09-23 10:00:20.163097+00:00,316.73600504439395,335.7401653470576,307.2339248930621,no_hit,,,-0.22555293006253777,309.59193164498737,-0.22555293006253777
TP 6% / SL 3%,UNI,2025-09-23 10:00:20.163097+00:00,8.204094226053533,8.696339879616746,7.957971399271926,no_hit,,,-0.17050734537649315,8.064208393283232,-0.17050734537649315
TP 6% / SL 3%,USDTB,2025-09-23 10:00:20.163097+00:00,0.999941,1.05993746,0.96994277,no_hit,,,0.0005900348120542237,1.0,0.0005900348120542237
TP 6% / SL 3%,UZX,2025-09-23 10:00:20.163097+00:00,2.7359540744516213,2.900111318918719,2.6538754522180725,no_hit,,,-0.0809910351431058,2.713795299192238,-0.0809910351431058
TP 6% / SL 3%,WBETH,2025-09-23 10:00:20.163097+00:00,4523.004729349225,4794.385013110179,4387.314587468748,no_hit,,,-0.07411915725970797,4489.4805994671215,-0.07411915725970797
TP 6% / SL 3%,WEETH,2025-09-23 10:00:20.163097+00:00,4503.268573111907,4773.464687498622,4368.17051591855,no_hit,,,-0.04935887041128545,4481.040948119163,-0.04935887041128545
TP 6% / SL 3%,WLFI,2025-09-23 10:00:20.163097+00:00,0.21288,0.22565280000000001,0.2064936,sl,2025-09-23 14:01:52.989822+00:00,0.200303,-0.3,0.195567613873244,0.0
TP 6% / SL 3%,ZETRIX,2025-09-23 10:00:20.163097+00:00,14.384535506349525,15.247607636730498,13.95299944115904,no_hit,,,-0.23284191013187916,14.0496032339837,-0.23284191013187916
TP 9% / SL 3%,ALGO,2025-09-23 10:00:20.163097+00:00,0.21305624905858864,0.23223131147386164,0.20666456158683097,no_hit,,,0.01993975833458364,0.21348107807037875,0.01993975833458364
TP 9% / SL 3%,APT,2025-09-23 10:00:20.163097+00:00,4.262954311006833,4.646620198997448,4.135065681676628,no_hit,,,0.02913050510847547,4.2753725122402315,0.02913050510847547
TP 9% / SL 3%,ARB,2025-09-23 10:00:20.163097+00:00,0.4360607052784293,0.47530616875348797,0.4229788841200764,no_hit,,,-0.06531341172119362,0.43321264404050086,-0.06531341172119362
TP 9% / SL 3%,BGB,2025-09-23 10:00:20.163097+00:00,5.144799814025732,5.607831797288048,4.99045581960496,no_hit,,,0.19280065431127896,5.243991891070203,0.19280065431127896
TP 9% / SL 3%,CBBTC,2025-09-23 10:00:20.163097+00:00,112760.1910500108,122908.6082445118,109377.38531851048,no_hit,,,-0.08245827269027453,111830.38999178988,-0.08245827269027453
TP 9% / SL 3%,CNX,2025-09-23 10:00:20.163097+00:00,57.63531723012122,62.82249578083213,55.90625771321758,no_hit,,,-0.07731903712725466,57.18968650684553,-0.07731903712725466
TP 9% / SL 3%,DOGE,2025-09-23 10:00:20.163097+00:00,0.24011896802991672,0.26172967515260925,0.23291539898901922,no_hit,,,-0.056854125964406435,0.2387537926244351,-0.056854125964406435
TP 9% / SL 3%,ETC,2025-09-23 10:00:20.163097+00:00,18.62549207712627,20.301786364067638,18.066727314812482,no_hit,,,0.13609949390848597,18.87898408167561,0.13609949390848597
TP 9% / SL 3%,FLR,2025-09-23 10:00:20.163097+00:00,0.02369964,0.0258326076,0.0229886508,no_hit,,,-0.07691256069712449,0.02351736,-0.07691256069712449
TP 9% / SL 3%,HBAR,2025-09-23 10:00:20.163097+00:00,0.22158655842908648,0.2415293486877043,0.21493896167621387,no_hit,,,-0.07309963304635933,0.2199667688181693,-0.07309963304635933
TP 9% / SL 3%,ICP,2025-09-23 10:00:20.163097+00:00,4.3269519130929055,4.7163775852712675,4.197143355700118,no_hit,,,-0.0028685943934585027,4.325710686093039,-0.0028685943934585027
TP 9% / SL 3%,INSURANCE,2025-09-23 10:00:20.163097+00:00,115.12340928096523,125.48451611625211,111.66970700253627,no_hit,,,0.06044015523595499,115.81921695378863,0.06044015523595499
TP 9% / SL 3%,L1X,2025-09-23 10:00:20.163097+00:00,17.268180245387512,18.82231646747239,16.750134838025886,no_hit,,,-0.02559511408564648,17.223982141044292,-0.02559511408564648
TP 9% / SL 3%,LEO,2025-09-23 10:00:20.163097+00:00,9.484196231309511,10.337773892127368,9.199670344370226,no_hit,,,0.013071901480934392,9.496593879185664,0.013071901480934392
TP 9% / SL 3%,LINK,2025-09-23 10:00:20.163097+00:00,21.53569303431039,23.473905407398327,20.889622243281078,no_hit,,,0.05708337286903276,21.65862603385745,0.05708337286903276
TP 9% / SL 3%,LSETH,2025-09-23 10:00:20.163097+00:00,4530.787884457101,4938.558794058241,4394.864247923389,no_hit,,,-0.060170417355828495,4503.52594466125,-0.060170417355828495
TP 9% / SL 3%,MRS,2025-09-24 01:05:58.767496+00:00,19.818487540499998,21.602151419145,19.223932914284998,tp,2025-09-24 03:06:44.293854+00:00,24.926195528309098,0.8999999999999999,23.609454963738116,0.0
TP 9% / SL 3%,MYX,2025-09-23 10:00:20.163097+00:00,9.226760513332975,10.057168959532943,8.949957697932986,tp,2025-09-24 00:05:36.296214+00:00,10.1476553788407,0.8999999999999999,8.70456058878385,0.0
TP 9% / SL 3%,NEAR,2025-09-23 10:00:20.163097+00:00,2.9659542541372454,3.2328901370095977,2.876975626513128,no_hit,,,0.00956224254707925,2.9687903715334056,0.00956224254707925
TP 9% / SL 3%,OKB,2025-09-23 10:00:20.163097+00:00,183.56287434293898,200.08353303380352,178.0559881126508,no_hit,,,-0.16332852174098825,180.56476905164308,-0.16332852174098825
TP 9% / SL 3%,PENGU,2025-09-23 10:00:20.163097+00:00,0.03052663332236611,0.033274030321379065,0.029610834322695127,sl,2025-09-24 06:07:54.984407+00:00,0.02956038208349984,-0.3,0.02956038208349984,0.0
TP 9% / SL 3%,PEPE,2025-09-23 10:00:20.163097+00:00,9.621446700679396e-06,1.0487376903740543e-05,9.332803299659015e-06,no_hit,,,0.00026090587485560893,9.621697729876278e-06,0.00026090587485560893
TP 9% / SL 3%,POL,2025-09-23 10:00:20.163097+00:00,0.2269432786663184,0.24736817374628706,0.22013498030632883,no_hit,,,-0.12118951113249489,0.22419296416668072,-0.12118951113249489
TP 9% / SL 3%,PUMP,2025-09-23 10:00:20.163097+00:00,0.00562369,0.0061298221000000005,0.005454979299999999,no_hit,,,0.4150833349633437,0.00585712,0.4150833349633437
TP 9% / SL 3%,RYO,2025-09-23 10:00:20.163097+00:00,6.675132195507821,7.275894093103526,6.474878229642586,no_hit,,,0.04679738631223236,6.706370069511661,0.04679738631223236
TP 9% / SL 3%,SEI,2025-09-23 10:00:20.163097+00:00,0.28846148829519425,0.3144230222417618,0.2798076436463384,no_hit,,,0.07108507377353754,0.2905120189128231,0.07108507377353754
TP 9% / SL 3%,SHIB,2025-09-23 10:00:20.163097+00:00,1.2088276419813053e-05,1.3176221297596229e-05,1.172562812721866e-05,no_hit,,,0.020755383686762024,1.2113366101333538e-05,0.020755383686762024
TP 9% / SL 3%,STETH,2025-09-23 10:00:20.163097+00:00,4185.830180880786,4562.554897160057,4060.2552754543626,no_hit,,,-0.05622793418306282,4162.294122489582,-0.05622793418306282
TP 9% / SL 3%,SUI,2025-09-23 10:00:20.163097+00:00,3.3636717545544768,3.66640221246438,3.2627616019178425,no_hit,,,-0.07669847811978907,3.337872904107592,-0.07669847811978907
TP 9% / SL 3%,SUSDE,2025-09-23 10:00:20.163097+00:00,1.1973819426883159,1.3051463175302644,1.1614604844076664,no_hit,,,-0.010205055550675343,1.196160007764265,-0.010205055550675343
TP 9% / SL 3%,SUSDS,2025-09-23 10:00:20.163097+00:00,1.068,1.16412,1.03596,no_hit,,,0.05617977528089893,1.074,0.05617977528089893
TP 9% / SL 3%,T99,2025-09-23 10:00:20.163097+00:00,0.16970172501119615,0.18497488026220382,0.16461067326086026,no_hit,,,-0.009154026610780306,0.16954637960053137,-0.009154026610780306
TP 9% / SL 3%,TAO,2025-09-23 10:00:20.163097+00:00,316.73600504439395,345.2422454983894,307.2339248930621,no_hit,,,-0.22555293006253777,309.59193164498737,-0.22555293006253777
TP 9% / SL 3%,UNI,2025-09-23 10:00:20.163097+00:00,8.204094226053533,8.942462706398352,7.957971399271926,no_hit,,,-0.17050734537649315,8.064208393283232,-0.17050734537649315
TP 9% / SL 3%,USDTB,2025-09-23 10:00:20.163097+00:00,0.999941,1.0899356900000001,0.96994277,no_hit,,,0.0005900348120542237,1.0,0.0005900348120542237
TP 9% / SL 3%,UZX,2025-09-23 10:00:20.163097+00:00,2.7359540744516213,2.9821899411522677,2.6538754522180725,no_hit,,,-0.0809910351431058,2.713795299192238,-0.0809910351431058
TP 9% / SL 3%,WBETH,2025-09-23 10:00:20.163097+00:00,4523.004729349225,4930.075154990656,4387.314587468748,no_hit,,,-0.07411915725970797,4489.4805994671215,-0.07411915725970797
TP 9% / SL 3%,WEETH,2025-09-23 10:00:20.163097+00:00,4503.268573111907,4908.562744691979,4368.17051591855,no_hit,,,-0.04935887041128545,4481.040948119163,-0.04935887041128545
TP 9% / SL 3%,WLFI,2025-09-23 10:00:20.163097+00:00,0.21288,0.23203920000000003,0.2064936,sl,2025-09-23 14:01:52.989822+00:00,0.200303,-0.3,0.195567613873244,0.0
